"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","GSRank","DOI_missing","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"565","10.1177/1948550620987672","“We shall overcome”: First-person plural pronouns from search volume data predict protest mobilization across the United States","we shall overcome firstperson plural pronouns from",9,"J Adam-Troian, E Bonetto…",2021,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620987672",100,FALSE,9,4.5,3,3,2,"Collective action is a key driver of social and political change within societies. So far, the main factor mobilizing individuals into collective action remains the extent to which they feel …","https://eprints.keele.ac.uk/10051/1/preprint_CA_GT%20%281%29.pdf","https://scholar.google.com/scholar?q=related:N5kAPN6Cx8kJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"566","10.1177/1948550620988242","Intellectual humility predicts scrutiny of COVID-19 misinformation","intellectual humility predicts scrutiny of covid19",46,"J Koetke, K Schumann, T Porter",2022,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620988242",14,FALSE,46,46,15,3,1,"The effects of the COVID-19 pandemic have been felt across the globe. While health experts work to spread life-saving information, misinformation and fake news about the virus …","https://journals.sagepub.com/doi/full/10.1177/1948550620988242","https://scholar.google.com/scholar?q=related:Ihxln7GRJpAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"567","10.1177/1948550620988425","Patterns of Implicit and Explicit Stereotypes III: Long-Term Change in Gender Stereotypes","patterns of implicit and explicit stereotypes iii ",70,"TES Charlesworth, MR Banaji",2022,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620988425",7,FALSE,70,70,35,2,1,"Gender stereotypes are widely shared “collective representations” that link gender groups (eg, male/female) with roles or attributes (eg, career/family, science/arts). Such collective …","https://journals.sagepub.com/doi/pdf/10.1177/1948550620988425","https://scholar.google.com/scholar?q=related:D7DOi5A0lYkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"568","10.1177/1948550620988460","Singlehood and attunement of self-esteem to friendships","singlehood and attunement of selfesteem to friends",15,"AN Fisher, DA Stinson, JV Wood…",2021,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550620988460",47,FALSE,15,7.5,4,4,2,"Romantic relationships activate a process of psychological attunement whereby self-esteem becomes responsive to the romantic bond, thereby potentially benefitting relationship quality …","https://journals.sagepub.com/doi/full/10.1177/1948550620988460","https://scholar.google.com/scholar?q=related:jlvTpqmznfgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"569","10.1177/19485506211000217","Conspiracy theories and their societal effects during the COVID-19 pandemic","conspiracy theories and their societal effects dur",236,"L Pummerer, R Böhm, L Lilleholt…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211000217",1,FALSE,236,236,59,4,1,"During COVID-19, conspiracy theories were intensely discussed in the media. Generally, both believing in conspiracy theories (ie, explanations for events based on powerholders' …","https://journals.sagepub.com/doi/full/10.1177/19485506211000217","https://scholar.google.com/scholar?q=related:Joobv_8WCmAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"570","10.1177/19485506211001217","Following your group or your morals? The in-group promotes immoral behavior while the out-group buffers against it","following your group or your morals the ingroup pr",6,"ML Vives, M Cikara…",2022,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211001217",87,FALSE,6,6,2,3,1,"People learn by observing others, albeit not uniformly. Witnessing an immoral behavior causes observers to commit immoral actions, especially when the perpetrator is part of the in …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211001217","https://scholar.google.com/scholar?q=related:LGY5u8u7IsYJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"571","10.1177/19485506211001329","Science skepticism across 24 countries","science skepticism across 24 countries",65,"BT Rutjens, N Sengupta, R Der Lee…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211001329",5,FALSE,65,65,16,4,1,"Efforts to understand and remedy the rejection of science are impeded by lack of insight into how it varies in degree and in kind around the world. The current work investigates science …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211001329","https://scholar.google.com/scholar?q=related:eKoSEptbfsoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"572","10.1177/19485506211001668","The role of personality in shaping pandemic response: Systemic sociopolitical factors drive country differences","the role of personality in shaping pandemic respon",11,"M Siritzky, D Condon, S Weston",2022,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211001668",61,FALSE,11,11,4,3,1,"The current study utilizes the current COVID-19 pandemic to highlight the importance of accounting for the influence of external political and economic factors in personality public …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211001668","https://scholar.google.com/scholar?q=related:fLs7DbkTSO0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"573","10.1177/19485506211001680","The role of personality in COVID-19-related perceptions, evaluations, and behaviors: Findings across five samples, nine traits, and 17 criteria","the role of personality in covid19related percepti",144,"I Zettler, C Schild, L Lilleholt…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211001680",2,FALSE,144,144,36,4,1,"Individuals and institutions around the world have been affected by the coronavirus disease 2019 (COVID-19). Herein, we investigate the role of basic (Big Five and HEXACO) and …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211001680","https://scholar.google.com/scholar?q=related:ZPNcJ8OexQoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"574","10.1177/19485506211001687","Depressive symptoms, external stress, and marital adjustment: The buffering effect of partner's responsive behavior","depressive symptoms external stress and marital ad",19,"PR Pietromonaco, NC Overall…",2022,"… and personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211001687",35,FALSE,19,19,6,3,1,"Guided by theory emphasizing that partner responsiveness underlies well-functioning romantic relationships, we examined whether partners' responsive behavior buffered the …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211001687","https://scholar.google.com/scholar?q=related:MQJDOc-U_6kJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"575","10.1177/19485506211002420","A psychological network approach to attitudes and preventive behaviors during pandemics: A COVID-19 study in the United Kingdom and the Netherlands","a psychological network approach to attitudes and ",34,"M Chambon, J Dalege, JE Elberse…",2022,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211002420",26,FALSE,34,34,9,4,1,"Preventive behaviors are crucial to prevent the spread of the coronavirus causing COVID-19. We adopted a complex psychological systems approach to obtain a descriptive account …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211002420","https://scholar.google.com/scholar?q=related:g7KeK6yGPIYJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"576","10.1177/19485506211003723","The face of social networks: Naive observers' accurate assessment of others' social network positions from faces","the face of social networks naive observers accura",15,"NP Alt, C Parkinson, AM Kleinbaum…",2022,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211003723",34,FALSE,15,15,4,4,1,"We examined whether, even at zero acquaintance, observers accurately infer others' social network positions—specifically, the number and patterning of social ties (eg, brokerage—the …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211003723","https://scholar.google.com/scholar?q=related:vJi0pCpxzHAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"577","10.1177/19485506211005582","You must stay at home! The impact of commands on behaviors during COVID-19","you must stay at home the impact of commands on be",13,"D Krpan, P Dolan",2022,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211005582",49,FALSE,13,13,7,2,1,"“You must stay at home!” This is how the UK Prime Minister announced lockdown in March 2020. Many countries implemented similarly assertive messages. Research, however …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211005582","https://scholar.google.com/scholar?q=related:SxQMpu9HyNQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"578","10.1177/19485506211007605","The salience of children increases adult prosocial values","the salience of children increases adult prosocial",8,"LJ Wolf, SR Thorne, M Iosifyan…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211007605",74,FALSE,8,8,2,4,1,"Organizations often put children front and center in campaigns to elicit interest and support for prosocial causes. Such initiatives raise a key theoretical and applied question that has …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211007605","https://scholar.google.com/scholar?q=related:LQFc01Y7_jkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"579","10.1177/19485506211011317","Intrapersonal behavioral coordination and expressive accuracy during first impressions","intrapersonal behavioral coordination and expressi",7,"N Latif, LJ Human, F Capozzi…",2022,"… and personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211011317",68,FALSE,7,7,2,4,1,"What factors influence how accurately we express our personalities? Here, we investigated the role of targets' nonverbal expressivity or the intrapersonal coordination between head …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211011317","https://scholar.google.com/scholar?q=related:i78-N0QK4kEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"580","10.1177/19485506211012793","Empathy, dehumanization, and misperceptions: A media intervention humanizes migrants and increases empathy for their plight but only if misinformation about …","empathy dehumanization and misperceptions a media ",23,"SL Moore-Berg, B Hameiri…",2022,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211012793",25,FALSE,23,23,8,3,1,"Anti-migrant policies at the US southern border have resulted in the separation and long-term internment of thousands of migrant children and the deaths of many migrants. What …","http://samanthamooreberg.com/resources/2021.Moore-Berg.EmpathyDehumanizationMisperceptions.pdf","https://scholar.google.com/scholar?q=related:ZiXeRUPwiosJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"581","10.1177/19485506211015049","Economic inequality and the pursuit of pleasure","economic inequality and the pursuit of pleasure",6,"JW Hannay, BK Payne…",2021,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211015049",90,FALSE,6,3,2,3,2,"The present research proposes and tests the “hedonic risk hypothesis” that affective experiences of pleasure provide a common currency that people use to equate economic …",NA,"https://scholar.google.com/scholar?q=related:OXDvGExF02oJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"582","10.1177/19485506211016140","Power increases perceptions of others' choices, leading people to blame others more","power increases perceptions of others choices lead",10,"Y Yin, K Savani, PK Smith",2022,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211016140",64,FALSE,10,10,3,3,1,"Under what circumstances do people adopt a choice mindset? Three studies (two preregistered) tested whether higher power leads people to construe others as having more …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211016140","https://scholar.google.com/scholar?q=related:yc9BqqPG2msJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"583","10.1177/19485506211016309","A Chronic Lack of Perceived Personal Control Increases Women and Men's Self-Reported Preference for High-Status Characteristics When Selecting Romantic …","a chronic lack of perceived personal control incre",4,"J Lammers, R Imhoff",2021,"Social Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211016309",120,FALSE,4,2,2,2,2,"The question what people desire in their romantic partner has hitherto been dominated by a focus on gender. It has been repeatedly found that, when asked what they find important in …","https://drive.google.com/file/d/1vJBMhKX_xJmypeV-N0dbQp5NVay0Nppu/view","https://scholar.google.com/scholar?q=related:LPmRogQ6048J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"584","10.1177/19485506211018132","Linking self-reported social distancing to real-world behavior during the COVID-19 pandemic","linking selfreported social distancing to realworl",40,"A Gollwitzer, K McLoughlin, C Martel…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211018132",12,FALSE,40,40,10,4,1,"In an effort to combat COVID-19 and future pandemics, researchers have attempted to identify the factors underlying social distancing. Yet, much of this research relies on self …","https://journals.sagepub.com/doi/full/10.1177/19485506211018132","https://scholar.google.com/scholar?q=related:z6qcH92Znk0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"585","10.1177/19485506211018151","Is Meta-Accuracy Consistent Across Levels of Acquaintanceship?","is metaaccuracy consistent across levels of acquai",8,"N Elsaadawy, EN Carlson",2022,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211018151",73,FALSE,8,8,4,2,1,"Some people tend to be especially accurate about the personality impressions they make, but is meta-accuracy a consistent tendency that spans levels of acquaintanceship, or is it …","https://journals.sagepub.com/doi/full/10.1177/19485506211018151","https://scholar.google.com/scholar?q=related:GAQpPoBFOmwJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"586","10.1177/19485506211018351","Looking for safety in all the right places: When threatening political reality strengthens family relationship bonds","looking for safety in all the right places when th",6,"SL Murray, MD Seery, VM Lamarche…",2021,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211018351",84,FALSE,6,3,2,4,2,"Elections and pandemics highlight how much one's safety depends on fellow community members, a realization that is especially threatening when this collective perceives political …","https://journals.sagepub.com/doi/full/10.1177/19485506211018351?vid=154&page=72%2C0","https://scholar.google.com/scholar?q=related:iXj1SpBkIkoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"587","10.1177/19485506211018367","When the future “Spills Under”: General self-efficacy moderates the influence of expected exercise on present intellectual performance","when the future spills under general selfefficacy ",2,"D Krpan, MM Galizzi, P Dolan",2021,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211018367",134,FALSE,2,1,1,3,2,"We examined whether an expected future activity (exercise vs. relaxation) impacts a present behavior (performance on an intellectual task) that occurs prior to this activity. Across two …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211018367","https://scholar.google.com/scholar?q=related:rEy4-gmJzrwJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"588","10.1177/19485506211019843","Romantic Partners Are Similar in Their Well-Being and Sociopolitical Attitudes but Change Independently Over Time","romantic partners are similar in their wellbeing a",2,"MD Hammond, CG Sibley",2022,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211019843",123,FALSE,2,2,1,2,1,"Similarity within romantic couples forms one component of the formation and maintenance of relationships, meaning that, romantic partners' views about themselves and the world are …","https://journals.sagepub.com/doi/full/10.1177/19485506211019843","https://scholar.google.com/scholar?q=related:79iMkwtcZeYJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"589","10.1177/19485506211019844","Predicting behavioral intentions to prevent or mitigate COVID-19: A cross-cultural meta-analysis of attitudes, norms, and perceived behavioral control effects","predicting behavioral intentions to prevent or mit",66,"R Fischer, JA Karl; R Fisher, J Karl",2022,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211019844",9,FALSE,63,63,32,2,1,"We examined the effectiveness of attitudes, subjective norms, and perceived behavioral control (PBC) of the theory of planned behavior on COVID-19 relevant behavioral intentions …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211019844","https://scholar.google.com/scholar?q=related:NzCfpQZyjYEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"590","10.1177/19485506211019923","Sweet revenge feels less bitter: Spontaneous affective reactions after revenge taking","sweet revenge feels less bitter spontaneous affect",6,"AB Eder, A Krishna, V Mitschke",2021,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211019923",89,FALSE,6,3,2,3,2,"Previous studies suggested that people feel better after revenge taking, while other studies showed that they feel worse. The interpretation of this research is however ambiguous due …","https://journals.sagepub.com/doi/full/10.1177/19485506211019923","https://scholar.google.com/scholar?q=related:oidCUBs5SDIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"591","10.1177/19485506211020910","Framing, context, and the misperception of Black–White wealth inequality","framing context and the misperception of blackwhit",11,"MW Kraus, STJ Hudson…",2022,"… and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211020910",75,FALSE,11,11,4,3,1,"In one large-scale experiment using US respondents on Mechanical Turk (N= 2,899), we studied how subtle differences in framing and context impacted estimates of the Black–White …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211020910","https://scholar.google.com/scholar?q=related:rKgxxii-7gcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"592","10.1177/19485506211021245","Mnemic neglect for behaviors enacted by members of one's nationality group","mnemic neglect for behaviors enacted by members of",4,"B Zengel, JJ Skowronski, T Wildschut…",2021,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211021245",109,FALSE,4,2,1,4,2,"People exhibit impaired recall for highly self-threatening information that describes them, a phenomenon called the mnemic neglect effect (MNE). We hypothesized that the MNE …","https://journals.sagepub.com/doi/full/10.1177/19485506211021245","https://scholar.google.com/scholar?q=related:XZejEdDCxqgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"593","10.1177/19485506211022813","Blame the pandemic: Buffering the association between stress and relationship quality during the COVID-19 pandemic","blame the pandemic buffering the association betwe",24,"LA Neff, MEJ Gleason, EE Crockett…",2022,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211022813",23,FALSE,24,24,6,4,1,"The COVID-19 pandemic created a unique climate for examining the links between stressful conditions and couples' relationship well-being. According to theories of stress spillover …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211022813","https://scholar.google.com/scholar?q=related:Ra5di3Hlx4kJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"594","10.1177/19485506211023619","The chicken and egg of pride and social rank","the chicken and egg of pride and social rank",9,"Z Witkower, E Mercadante…",2022,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211023619",55,FALSE,9,9,3,3,1,"Prior research has found an association between pride experiences and social rank outcomes. However, the causal direction of this relationship remains unclear. The current …","https://journals.sagepub.com/doi/full/10.1177/19485506211023619","https://scholar.google.com/scholar?q=related:K64fDPUilPAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"595","10.1177/19485506211024024","Subjective economic inequality decreases emotional intelligence, especially for people of high social class","subjective economic inequality decreases emotional",15,"A Schmalor, SJ Heine",2022,"Social psychological and personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211024024",38,FALSE,15,15,8,2,1,"Across five studies (three preregistered; N= 2,481), we investigated two effects as follows:(1) Is higher subjective economic inequality associated with a decreased ability to accurately …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211024024","https://scholar.google.com/scholar?q=related:yKclNPNjhwUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"596","10.1177/19485506211024026","Changes in personal values in pandemic times","changes in personal values in pandemic times",74,"E Daniel, A Bardi, R Fischer…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211024026",4,FALSE,74,74,19,4,1,"The COVID-19 pandemic has had immense impact on people's lives, potentially leading individuals to reevaluate what they prioritize in life (ie, their values). We report longitudinal …","https://journals.sagepub.com/doi/full/10.1177/19485506211024026","https://scholar.google.com/scholar?q=related:7LCznIkXMSQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"597","10.1177/19485506211024036","Mentioning the sample's country in the article's title leads to bias in research evaluation","mentioning the samples country in the articles tit",38,"R Kahalon, V Klein, I Ksenofontov…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211024036",13,FALSE,38,38,10,4,1,"Psychology research from Western, educated, industrialized, rich, and democratic (WEIRD) countries, especially from the United States, receives more scientific attention than research …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211024036","https://scholar.google.com/scholar?q=related:u7JTbwdLL4UJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"598","10.1177/19485506211024485","Broadening versus deepening: gender and brokering in social networks","broadening versus deepening gender and brokering i",5,"N Halevy, Y Kalish",2022,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211024485",91,FALSE,5,5,3,2,1,"Do women and men differ in their brokering behavior? Integrating the literatures on gender, self-construal, and social networks, we theorize that gender differences in relational …",NA,"https://scholar.google.com/scholar?q=related:r4GQWAzF_DYJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"599","10.1177/19485506211025909","Anger and sadness as moral signals","anger and sadness as moral signals",5,"JE Plaks, JS Robinson…",2022,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211025909",65,FALSE,5,5,2,3,1,"Three studies examined the relationship between emotions and moral judgment from an interpersonal perspective. In Studies 1 and 2, participants justified their decisions in …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211025909","https://scholar.google.com/scholar?q=related:KS_V2Yk9ylIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"600","10.1177/19485506211026992","The friends-to-lovers pathway to romance: prevalent, preferred, and overlooked by science","the friendstolovers pathway to romance prevalent p",18,"DA Stinson, JJ Cameron…",2022,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211026992",27,FALSE,18,18,6,3,1,"There is more than one pathway to romance, but relationship science does not reflect this reality. Our research reveals that relationship initiation studies published in popular journals …","https://journals.sagepub.com/doi/pdf/10.1177/19485506211026992","https://scholar.google.com/scholar?q=related:w_8j2vWrUQ0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"601","10.1177/19485506211027031","Sensitivity to moral principles predicts both deontological and utilitarian response tendencies in sacrificial dilemmas","sensitivity to moral principles predicts both deon",0,"DH Bostyn, A Roets, P Conway",2022,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211027031",124,FALSE,0,0,0,3,1,"When facing sacrificial dilemmas in which harm maximizes outcomes, people appear sensitive to three moral principles: They are more averse to actively causing harm than …","https://biblio.ugent.be/publication/8736250/file/8736263.pdf","https://scholar.google.com/scholar?q=related:0rzQIHHnghsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"602","10.1177/19485506211027756","Mixed evidence for interactive effects of outgroup proportions and intergroup contact on racial bias in the United States","mixed evidence for interactive effects of outgroup",7,"JR Rae, AL Skinner-Dorkenoo…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211027756",60,FALSE,7,7,2,3,1,"Dominant majority-group members living in areas with larger proportions of outgroup members tend to express more ingroup bias. However, prior research has rarely considered …","https://osf.io/bd2uh/download","https://scholar.google.com/scholar?q=related:-ArrGKN3Lh0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"603","10.1177/19485506211027794","Explaining individual differences in advantageous inequity aversion by social-affective trait dimensions and family environment","explaining individual differences in advantageous ",7,"H Yu, C Lu, X Gao, B Shen, K Liu, W Li…",2022,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211027794",57,FALSE,7,7,1,7,1,"Humans are averse to both having less (ie, disadvantageous inequity aversion [IA]) and having more than others (ie, advantageous IA). However, the social-affective traits that drive …","http://www.psy.pku.edu.cn/docs/20220425091644947758.pdf","https://scholar.google.com/scholar?q=related:toYuojJTw3sJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"604","10.1177/19485506211028390","When does psychological fit matter? The moderating role of price on self-brand congruity","when does psychological fit matter the moderating ",5,"JJ Gladstone, EN Garbinsky…",2022,"… and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211028390",62,FALSE,5,5,2,3,1,"People prefer brands whose perceived image reflects their own psychological profile, a finding referred to as the self-brand congruity effect. For the first time, we test this effect in the …",NA,"https://scholar.google.com/scholar?q=related:XCg9t9WW3_QJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"605","10.1177/19485506211028538","Harmonious Relations: Relational Interdependence Moderates Affective Reactivity to Interpersonal Stressors","harmonious relations relational interdependence mo",0,"JB Naqvi, VS Helgeson",2022,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/19485506211028538",120,FALSE,0,0,0,2,1,"Negative social interactions have been linked to worse psychological health. However, individuals' perceptions of negative interactions may depend on relational interdependent …","https://www.academia.edu/download/78713804/2387.pdf","https://scholar.google.com/scholar?q=related:DQI1RDMZwQoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
