"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","DOI_missing","CitationURL","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"664","10.1177/01461672211050515","Helpful or harmful? The role of personality traits in student experiences of the covid-19 crisis and school closure","helpful or harmful the role of personality traits ",28,"K Iterbeke, K De Witte",2022,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211050515","https://scholar.google.com/scholar?cites=13466830469663305547&as_sdt=2005&sciodt=0,5&hl=en",17,FALSE,NA,28,28,14,2,1,"Little is known about the individual differences in student experiences and expectations of the COVID-19 crisis and the resulting school closures. Yet, as the crisis may have uniquely …","https://journals.sagepub.com/doi/pdf/10.1177/01461672211050515","https://scholar.google.com/scholar?q=related:Sy-wOvbK47oJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"665","10.1177/01461672211051481","Cheating at the top: Trait dominance explains dishonesty more consistently than social power","cheating at the top trait dominance explains disho",8,"KH Kim, A Guinote",2022,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211051481","https://scholar.google.com/scholar?cites=7145112476266532597&as_sdt=2005&sciodt=0,5&hl=en",79,FALSE,NA,8,8,4,2,1,"Power has long been associated with dishonesty. Here, we examined the contributions of personal and structural factors associated with power. Across five studies (N= 1,366), we …","https://journals.sagepub.com/doi/pdf/10.1177/01461672211051481","https://scholar.google.com/scholar?q=related:9Q4U1PCJKGMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"666","10.1177/01461672211051488","In the mindset of opportunity: proactive mindset, perceived opportunities, and role attitudes","in the mindset of opportunity proactive mindset pe",4,"TM Benson-Greenwald…",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211051488","https://scholar.google.com/scholar?cites=5551421082878372859&as_sdt=2005&sciodt=0,5&hl=en",105,FALSE,NA,4,4,2,2,1,"Perceiving roles as fulfilling goals offers motivational benefits to students, and yet the features of individuals or contexts that align with seeing such role opportunities have not …","https://journals.sagepub.com/doi/pdf/10.1177/01461672211051488","https://scholar.google.com/scholar?q=related:-2uU6w-cCk0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"667","10.1177/01461672211052121","Were Americans' political attitudes linked to objective threats from COVID-19? An examination of data from Project Implicit during initial months of the pandemic","were americans political attitudes linked to objec",4,"C Stern, J Axt",2022,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211052121","https://scholar.google.com/scholar?cites=16425127999649689854&as_sdt=2005&sciodt=0,5&hl=en",116,FALSE,NA,4,4,2,2,1,"The COVID-19 pandemic has created objectively threatening situations in everyday life (eg, unemployment, risk of infection), and researchers have begun to ask whether threats from …","https://journals.sagepub.com/doi/pdf/10.1177/01461672211052121","https://scholar.google.com/scholar?q=related:_jBxQeTG8eMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"668","10.1177/01461672211053453","Do grittier people have greater subjective well-being? A meta-analysis","do grittier people have greater subjective wellbei",16,"XL Hou, N Becker, TQ Hu, M Koch…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211053453","https://scholar.google.com/scholar?cites=5739028359016090073&as_sdt=2005&sciodt=0,5&hl=en",9,FALSE,NA,16,16,3,5,1,"The present study conducted a meta-analysis to examine the relation between grit and subjective well-being (SWB). The association between grit (ie, overall grit, perseverance of …","https://www.researchgate.net/profile/Nicolas-Becker/publication/356441753_Do_Grittier_People_Have_Greater_Subjective_Well-Being_A_Meta-Analysis/links/619cda4607be5f31b7ad3e78/Do-Grittier-People-Have-Greater-Subjective-Well-Being-A-Meta-Analysis.pdf","https://scholar.google.com/scholar?q=related:2QkMx-IfpU8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"669","10.1177/01461672211056774","The ups and downs of being us: Cross-relationship comparisons in daily life","the ups and downs of being us crossrelationship co",3,"S Thai, P Lockwood…",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672211056774","https://scholar.google.com/scholar?cites=644606384026893012&as_sdt=2005&sciodt=0,5&hl=en",111,FALSE,NA,3,3,1,3,1,"Cross-relationship comparisons are an integral part of relationship processes, yet little is known about the impact of these comparisons in daily life. The present research employed a …","https://www.researchgate.net/profile/Sabrina-Thai/publication/357051857_The_Ups_and_Downs_of_Being_Us_Cross-Relationship_Comparisons_in_Daily_Life/links/623c83e75758b418f2a71fcb/The-Ups-and-Downs-of-Being-Us-Cross-Relationship-Comparisons-in-Daily-Life.pdf","https://scholar.google.com/scholar?q=related:1DrfSxca8ggJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"670","10.1177/0146167221989322","PSPB Editorial Philosophy, January 2021","pspb editorial philosophy january 2021",0,"M Robinson, Y Huo, E Impett…",2021,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/full/10.1177/0146167221989322",NA,115,FALSE,NA,0,0,0,4,2,"2 Personality and Social Psychology Bulletin 00 (0) details). Upon publication, open materials, data, and code will be made available to readers. In accordance with Level II …",NA,"https://scholar.google.com/scholar?q=related:WZy6snwTkEYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"671","10.1177/0146167221989836","Are morphs a valid substitute for real multiracial faces in race categorization research?","are morphs a valid substitute for real multiracial",7,"DS Ma, J Kantner, J Benitez…",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167221989836","https://scholar.google.com/scholar?cites=15311939307070996597&as_sdt=2005&sciodt=0,5&hl=en",137,FALSE,NA,7,7,2,4,1,"The rise of the multiracial population has been met with a growing body of research examining multiracial face perception. A common method for creating multiracial face stimuli …","https://journals.sagepub.com/doi/full/10.1177/0146167221989836","https://scholar.google.com/scholar?q=related:dcBOdKzvftQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"672","10.1177/0146167221990488","Outside the eye of the storm: Can moderate hurricane exposure improve social, psychological, and attachment functioning?","outside the eye of the storm can moderate hurrican",15,"AD Mancini, M Westphal…",2021,"… social psychology bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167221990488","https://scholar.google.com/scholar?cites=12122426415520576500&as_sdt=2005&sciodt=0,5&hl=en",66,FALSE,NA,15,7.5,5,3,2,"High-intensity disaster can harm psychological functioning. Could moderate-intensity disaster improve psychological and attachment functioning through its effects on social …","https://psyarxiv.com/bm9kh/download?format=pdf","https://scholar.google.com/scholar?q=related:9HPq-JiCO6gJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"673","10.1177/0146167221992213","Equal performance, different grade: Women's performance in discussion perceived worse than men's","equal performance different grade womens performan",1,"AR Dorrough, M Leszczyńska…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167221992213","https://scholar.google.com/scholar?cites=6418900714408878052&as_sdt=2005&sciodt=0,5&hl=en",166,FALSE,NA,1,1,0,3,1,"We investigate how men and women are evaluated in group discussions. In five studies (N= 761) using a variant of a Hidden Profile Task, we find that, when experimentally and/or …",NA,"https://scholar.google.com/scholar?q=related:5J_X4jCEFFkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"674","10.1177/0146167221992220","How Diverse Task Experience Affects Both Group and Subsequent Individual Performance","how diverse task experience affects both group and",0,"SD Sillito Walker, BL Bonner",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167221992220",NA,164,FALSE,NA,0,0,0,2,1,"Task demonstrability defines the criteria that, when met, facilitate the effective exchange of knowledge within a problem-solving group. The extent to which those criteria are met should …","https://journals.sagepub.com/doi/pdf/10.1177/0146167221992220","https://scholar.google.com/scholar?q=related:r3m0iGES7TwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"675","10.1177/0146167221993349","Perceived partner responsiveness forecasts behavioral intimacy as measured by affectionate touch","perceived partner responsiveness forecasts behavio",23,"TA Jolink, YP Chang, SB Algoe",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167221993349","https://scholar.google.com/scholar?cites=17433522915796980947&as_sdt=2005&sciodt=0,5&hl=en",28,FALSE,NA,23,23,8,3,1,"Affectionate touch is an important behavior in close relationships throughout the lifespan. Research has investigated the relational and individual psychological and physical benefits …","https://journals.sagepub.com/doi/pdf/10.1177/0146167221993349","https://scholar.google.com/scholar?q=related:0xS2o7lQ8PEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"676","10.1177/0146167221994025","When race trumps political ideology: Black teachers who advocate for social responsibility are penalized by both liberals and conservatives","when race trumps political ideology black teachers",7,"GN Rivera, PS Salter, M Friedman…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167221994025","https://scholar.google.com/scholar?cites=817130729004628302&as_sdt=2005&sciodt=0,5&hl=en",108,FALSE,NA,7,7,2,4,1,"Meritocracy is a prominent narrative embedded in America's educational system: work hard and anyone can achieve success. Yet, racial disparities in education suggest this narrative …","https://journals.sagepub.com/doi/pdf/10.1177/0146167221994025","https://scholar.google.com/scholar?q=related:TnlglREIVwsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"677","10.1177/0146167221997619","Stepping outside the echo chamber: Is intellectual humility associated with less political myside bias?","stepping outside the echo chamber is intellectual ",44,"SM Bowes, TH Costello, C Lee…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167221997619","https://scholar.google.com/scholar?cites=898937440054693393&as_sdt=2005&sciodt=0,5&hl=en",3,FALSE,NA,44,44,11,4,1,"In recent years, an upsurge of polarization has been a salient feature of political discourse in America. A small but growing body of research has examined the potential relevance of …","https://journals.sagepub.com/doi/pdf/10.1177/0146167221997619","https://scholar.google.com/scholar?q=related:EU7CxdaqeQwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"678","10.1177/0146167221997630","The role of individual and dyadic planning in couples' daily goal pursuits","the role of individual and dyadic planning in coup",3,"O Katzenelenbogen, N Knoll…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167221997630","https://scholar.google.com/scholar?cites=8496199816315292762&as_sdt=2005&sciodt=0,5&hl=en",143,FALSE,NA,3,3,1,3,1,"Planning promotes progress toward goal achievement in a wide range of domains. To date, planning has mostly been studied as an individual process. In couples, however, the partner …",NA,"https://scholar.google.com/scholar?q=related:Wkw22LeQ6HUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"679","10.1177/0146167221998533","The price of predictability: estimating inconsistency premiums in social interactions","the price of predictability estimating inconsisten",2,"J Gerten, MK Zürn, S Topolinski",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167221998533","https://scholar.google.com/scholar?cites=16756365235164890185&as_sdt=2005&sciodt=0,5&hl=en",150,FALSE,NA,2,2,1,3,1,"For financial decision-making, people trade off the expected value (return) and the variance (risk) of an option, preferring higher returns to lower ones and lower risks to higher ones. To …","https://www.researchgate.net/profile/Sascha-Topolinski/publication/350122102_The_Price_of_Predictability_Estimating_Inconsistency_Premiums_in_Social_Interactions/links/6294814155273755ebc1f26c/The-Price-of-Predictability-Estimating-Inconsistency-Premiums-in-Social-Interactions.pdf","https://scholar.google.com/scholar?q=related:SUS1AGeRiugJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"680","10.1177/01461672221088402","A Bias Toward Kindness Goals in Performance Feedback to Women (vs. Men)","a bias toward kindness goals in performance feedba",1,"L Jampol, A Rattan, EB Wolf",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221088402","https://scholar.google.com/scholar?cites=2332553274594352536&as_sdt=2005&sciodt=0,5&hl=en",123,FALSE,NA,1,1,0,3,1,"While research has documented positivity biases in workplace feedback to women versus men, this phenomenon is not fully understood. We take a motivational perspective …","https://lbsresearch.london.edu/id/eprint/2339/1/Kind%20Bias%20RRR_Final.docx","https://scholar.google.com/scholar?q=related:mN3eR9jkXiAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"681","10.1177/01461672221092273","Gratitude is morally sensitive","gratitude is morally sensitive",4,"H Yu, Y Zhou, AM Nussberger",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221092273","https://scholar.google.com/scholar?cites=14333697225307186241&as_sdt=2005&sciodt=0,5&hl=en",72,FALSE,NA,4,4,1,3,1,"Helping acts, however well intended and beneficial, sometimes involve immoral means or immoral helpers. Here, we explore whether help recipients consider moral evaluations in …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221092273","https://scholar.google.com/scholar?q=related:QeRv6K6F68YJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"682","10.1177/01461672221096587","A longitudinal test of the conservative-liberal well-being gap","a longitudinal test of the conservativeliberal wel",3,"S Vargas Salfate, SS Khan, JH Liu…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221096587","https://scholar.google.com/scholar?cites=14060062027021137385&as_sdt=2005&sciodt=0,5&hl=en",35,FALSE,NA,3,3,1,4,1,"In this article, we test if conservatism predicts psychological well-being longitudinally. We based the study on previous findings showing that conservatives score higher on different …","https://www.researchgate.net/profile/Homero-Gil-De-Zuniga/publication/361815205_A_Longitudinal_Test_of_the_Conservative-Liberal_Well-Being_Gap/links/63693c852f4bca7fd03d7868/A-Longitudinal-Test-of-the-Conservative-Liberal-Well-Being-Gap.pdf","https://scholar.google.com/scholar?q=related:6bWNkOtfH8MJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"683","10.1177/01461672221099392","Racialized perceptions of vegetarianism: Stereotypical associations that undermine inclusion in eating behaviors","racialized perceptions of vegetarianism stereotypi",4,"DL Rosenfeld, TN Brannon…",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221099392","https://scholar.google.com/scholar?cites=343633132466668493&as_sdt=2005&sciodt=0,5&hl=en",37,FALSE,NA,4,4,1,3,1,"Shifting societal eating patterns toward a vegetarian diet offers promise for improving public health and environmental sustainability. Yet concerns exist about racial disparities in …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221099392","https://scholar.google.com/scholar?q=related:zQO7aYPUxAQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"684","10.1177/01461672221100336","Spontaneous trait inferences from behavior: A systematic meta-analysis","spontaneous trait inferences from behavior a syste",5,"A Bott, L Brockmann, I Denneberg…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221100336","https://scholar.google.com/scholar?cites=16034653766734192278&as_sdt=2005&sciodt=0,5&hl=en",77,FALSE,NA,5,5,1,4,1,"Research suggests that people spontaneously infer traits from behavioral information, thus forming impressions of actors' personalities. Such spontaneous trait inferences (STI) have …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221100336","https://scholar.google.com/scholar?q=related:lh6SRqWIht4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"685","10.1177/01461672221102015","When Objective Ambivalence Predicts Subjective Ambivalence: An Affect–Cognition Matching Perspective","when objective ambivalence predicts subjective amb",2,"WJR Ng, YHM See, LE Wallace",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221102015","https://scholar.google.com/scholar?cites=448465172020698121&as_sdt=2005&sciodt=0,5&hl=en",86,FALSE,NA,2,2,1,3,1,"Understanding when people are likely to feel ambivalent is important, as ambivalence is associated with key attitude outcomes, such as attitude-behavior consistency. Interestingly …","https://www.michellesee.com/uploads/1/1/9/6/119627433/ng_et_al.__2022_._when_objective_ambivalence_predicts_subjective_ambivalence.pdf","https://scholar.google.com/scholar?q=related:CZxtqLJEOQYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"686","10.1177/01461672221103058","Deontology and utilitarianism in real life: A set of moral dilemmas based on historic events","deontology and utilitarianism in real life a set o",5,"A Körner, R Deutsch",2022,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221103058","https://scholar.google.com/scholar?cites=14891630957532923566&as_sdt=2005&sciodt=0,5&hl=en",89,FALSE,NA,5,5,3,2,1,"Moral dilemmas are frequently used to examine psychological processes that drive decisions between adhering to deontological norms and optimizing the outcome. However …","https://journals.sagepub.com/doi/pdf/10.1177/01461672221103058","https://scholar.google.com/scholar?q=related:rsb15XSzqc4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"687","10.1177/01461672221103414","The measurement of racial colorblindness","the measurement of racial colorblindness",11,"BE Whitley Jr, A Luttrell…",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221103414","https://scholar.google.com/scholar?cites=6197371648200625858&as_sdt=2005&sciodt=0,5&hl=en",29,FALSE,NA,11,11,4,3,1,"Although there is consensus that the intergroup ideology of multiculturalism is negatively related to prejudice and that assimilation is positively related to prejudice, research …","http://lab.andyluttrell.com/wp-content/uploads/2022/07/In-Press-Whitley-Luttrell-Schultz-The-Measurement-of-Racial-Colorblindness.pdf","https://scholar.google.com/scholar?q=related:wk4T0K18AVYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"688","10.1177/01461672221104927","Speak up! Mistaken beliefs about how much to talk in conversations","speak up mistaken beliefs about how much to talk i",6,"Q Hirschi, TD Wilson, DT Gilbert",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221104927","https://scholar.google.com/scholar?cites=7750789207580771126&as_sdt=2005&sciodt=0,5&hl=en",38,FALSE,NA,6,6,2,3,1,"We hypothesized that people would exhibit a reticence bias, the incorrect belief that they will be more likable if they speak less than half the time in a conversation with a stranger, as well …","https://dtg.sites.fas.harvard.edu/HIRSCHI%20WILSON%20GILBERT%202022.pdf","https://scholar.google.com/scholar?q=related:NoPIBrhVkGsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"689","10.1177/01461672221105958","The Effect of Counterfactual Potency on Behavioral Intentions","the effect of counterfactual potency on behavioral",1,"WJ Kim, A Summerville",2022,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221105958","https://scholar.google.com/scholar?cites=10885621758921396740&as_sdt=2005&sciodt=0,5&hl=en",163,FALSE,NA,1,1,1,2,1,"This research examines how counterfactual potency (CP), the multiplicative effect of the likelihoods of the “if” and “then” clauses of counterfactuals, determines the effects of …","https://www.researchgate.net/profile/Woo-Kim-8/publication/361938595_The_Effect_of_Counterfactual_Potency_on_Behavioral_Intentions/links/63242560071ea12e36389cbe/The-Effect-of-Counterfactual-Potency-on-Behavioral-Intentions.pdf","https://scholar.google.com/scholar?q=related:BNLFs1B_EZcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"690","10.1177/01461672221107205","Do agency and communion explain the relationship between perceiver and target effects in interpersonal perception? A meta-analysis on generalized reciprocity","do agency and communion explain the relationship b",2,"T Schauf, M Dufner, S Nestler…",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221107205","https://scholar.google.com/scholar?cites=9027757091711931401&as_sdt=2005&sciodt=0,5&hl=en",154,FALSE,NA,2,2,1,4,1,"This meta-analysis examines generalized reciprocity, that is, the relationship between how people perceive others and how they are perceived by others. It tests the hypothesis that …","https://psyarxiv.com/qzb3a/download?format=pdf","https://scholar.google.com/scholar?q=related:CdQAaj4JSX0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"691","10.1177/01461672221107209","How rice fights pandemics: Nature–crop–human interactions shaped COVID-19 outcomes","how rice fights pandemics naturecrophuman interact",14,"T Talhelm, CS Lee, AS English…",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221107209","https://scholar.google.com/scholar?cites=6744967932311841725&as_sdt=2005&sciodt=0,5&hl=en",4,FALSE,NA,14,14,4,4,1,"Wealthy nations led health preparedness rankings in 2019, yet many poor nations controlled COVID-19 better. We argue that a history of rice farming explains why some societies did …","https://www.zbw.eu/econis-archiv/bitstream/11159/527608/1/EBP089916646_0.pdf","https://scholar.google.com/scholar?q=related:vSvZGpnwml0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"692","10.1177/01461672221109664","Low self-concept clarity inhibits self-control: The mediating effect of global self-continuity","low selfconcept clarity inhibits selfcontrol the m",8,"T Jiang, T Wang, KT Poon, W Gaer…",2022,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221109664","https://scholar.google.com/scholar?cites=14266791015216651651&as_sdt=2005&sciodt=0,5&hl=en",55,FALSE,NA,8,8,2,5,1,"Whether and how self-concept clarity (SCC) affects self-control has not been sufficiently explored in empirical research. We proposed that low SCC inhibits self-control through a …","https://www.researchgate.net/profile/Tonglin-Jiang-2/publication/362138396_Low_Self-Concept_Clarity_Inhibits_Self-Control_The_Mediating_Effect_of_Global_Self-Continuity/links/64dee6ce1351f5785b70de87/Low-Self-Concept-Clarity-Inhibits-Self-Control-The-Mediating-Effect-of-Global-Self-Continuity.pdf","https://scholar.google.com/scholar?q=related:gx258tbS_cUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"693","10.1177/01461672221113670","Lifting Me Up or Tearing You Down? The Role of Prestige and Dominance in Benign Versus Malicious Envy","lifting me up or tearing you down the role of pres",0,"CR Hasty, SE Ainsworth, JL Martinez…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221113670",NA,153,FALSE,NA,0,0,0,4,1,"Dominance and prestige are two strategies people use to regulate their social rank within group hierarchies. Despite a growing literature on dominance-and prestige-oriented …","https://diginole.lib.fsu.edu/islandora/object/fsu:770853/datastream/PDF/view","https://scholar.google.com/scholar?q=related:o-O9N6KyDBAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"694","10.1177/01461672221113981","Closeness discrepancies in couple relationships: A dyadic response surface analysis","closeness discrepancies in couple relationships a ",1,"S Pusch, FJ Neyer…",2022,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221113981","https://scholar.google.com/scholar?cites=12127499407464365380&as_sdt=2005&sciodt=0,5&hl=en",84,FALSE,NA,1,1,0,3,1,"Individuals can differ in the degree of closeness they desire in their romantic relationships: Some people may perceive their current level of closeness as just right, whereas others may …",NA,"https://scholar.google.com/scholar?q=related:RH2s83SITagJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"695","10.1177/01461672221114222","Rumors in retweet: Ideological asymmetry in the failure to correct misinformation","rumors in retweet ideological asymmetry in the fai",5,"MR DeVerna, AM Guess, AJ Berinsky…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221114222","https://scholar.google.com/scholar?cites=14179904903149372166&as_sdt=2005&sciodt=0,5&hl=en",26,FALSE,NA,5,5,1,4,1,"We used supervised machine-learning techniques to examine ideological asymmetries in online rumor transmission. Although liberals were more likely than conservatives to …","https://www.matthewdeverna.com/docs/publications/2022_DeVerna_Rumors/2022_DeVerna_Rumors.pdf","https://scholar.google.com/scholar?q=related:BsMJjWEkycQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
"696","10.1177/01461672221115218","Lordosis in humans","lordosis in humans",5,"AY Semchenko, Z Senveli…",2022,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221115218","https://scholar.google.com/scholar?cites=8103557379344256283&as_sdt=2005&sciodt=0,5&hl=en",16,FALSE,NA,5,5,2,3,1,"Despite progress in attractiveness research, we have yet to identify many fitness-relevant cues in the human phenotype or humans' psychology for responding to them. Here, we test …","https://labs.la.utexas.edu/buss/files/2022/12/Lordosis-in-Humans-2022.pdf","https://scholar.google.com/scholar?q=related:G03PhICedXAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
