X,Reason,Title,DOI,trimmed_title,CombinedCites,CombinedAuthors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,DOI_missing,CitationURL,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
635,,The impact of social identity conflict on planning horizons.,MISSING_DOI_the impact of social identity conflict on planning,the impact of social identity conflict on planning,2,"Y Yu, Y Zhang",2022,Journal of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2023-20604-001,"https://scholar.google.com/scholar?cites=9190752586388512438&as_sdt=2005&sciodt=0,5&hl=en",77,TRUE,NA,2,2,1,2,1,"In the current increasingly complex environment, people often hold multiple social identities. For example, an Asian American may identify as both an American and an Asian …",NA,"https://scholar.google.com/scholar?q=related:tp4wWsgcjH8J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
652,,The mutual constitution of culture and psyche: The bidirectional relationship between individuals' perceived control and cultural tightness–looseness.,MISSING_DOI_the mutual constitution of culture and psyche the ,the mutual constitution of culture and psyche the ,6,"A Ma, K Savani, F Liu, K Tai, AC Kay",2022,Journal of Personality and …,psycnet.apa.org,https://psycnet.apa.org/record/2023-13050-001,"https://scholar.google.com/scholar?cites=3669489132631585483&as_sdt=2005&sciodt=0,5&hl=en",27,TRUE,NA,6,6,1,5,1,"According to the theory of mutual constitution of culture and psyche, just as culture shapes people, individuals' psychological states can influence culture. We build on compensatory …",https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=8106&context=lkcsb_research,"https://scholar.google.com/scholar?q=related:y3Kpoeyk7DIJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
676,,The role of positive relationship events in romantic attachment avoidance.,MISSING_DOI_the role of positive relationship events in romant,the role of positive relationship events in romant,7,"D Bayraktaroglu, G Gunaydin, E Selcuk…",2022,… personality and social …,psycnet.apa.org,https://psycnet.apa.org/record/2022-85655-001?doi=1,"https://scholar.google.com/scholar?cites=12571726490641130144&as_sdt=2005&sciodt=0,5&hl=en",22,TRUE,NA,7,7,2,4,1,"Abstract Motivated by the Attachment Security Enhancement Model (Arriaga et al., 2018), the present research investigated the associations between positive relationship experiences …",http://repository.bilkent.edu.tr/bitstream/handle/11693/111366/The_Role_of_Positive_Relationship_Events_in_Romantic_Attachment_Avoidance.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:oGIIqKK-d64J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
680,,The roles of social–emotional skills in students' academic and life success: A multi-informant and multicohort perspective.,MISSING_DOI_the roles of socialemotional skills in students ac,the roles of socialemotional skills in students ac,16,"J Guo, X Tang, HW Marsh, P Parker…",2022,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2022-67662-001,"https://scholar.google.com/scholar?cites=10970034470763611030&as_sdt=2005&sciodt=0,5&hl=en",41,TRUE,NA,16,16,3,5,1,"Social–emotional skills have been shown to be beneficial for many important life outcomes for students. However, previous studies on the topic have suffered from many issues (eg …",https://psyarxiv.com/ahg8p/download?format=pdf,"https://scholar.google.com/scholar?q=related:lsOnuzpkPZgJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
689,,The spatial representation of leadership depends on ecological threat: A replication and extension of Menon et al.(2010).,MISSING_DOI_the spatial representation of leadership depends o,the spatial representation of leadership depends o,2,"E Stamkou, AC Homan, GA van Kleef…",2022,… and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-31796-001,"https://scholar.google.com/scholar?cites=678058759618871809&as_sdt=2005&sciodt=0,5&hl=en",131,TRUE,NA,2,2,1,4,1,"Since humanity's first steps, individuals have used nonverbal cues to communicate and infer leadership, such as walking ahead of others. Menon et al.,(2010) showed that the use of …",NA,"https://scholar.google.com/scholar?q=related:AcLsb9nyaAkJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
694,,The surprise of reaching out: Appreciated more than we think.,MISSING_DOI_the surprise of reaching out appreciated more than,the surprise of reaching out appreciated more than,12,"PJ Liu, SY Rim, L Min, KE Min",2022,… Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-77686-001?errorCode=invalidToken,"https://scholar.google.com/scholar?cites=14951412759038922483&as_sdt=2005&sciodt=0,5&hl=en",34,TRUE,NA,12,12,3,4,1,"People are fundamentally social beings and enjoy connecting with others. Sometimes, people reach out to others—whether simply to check-in on how others are doing with brief …",https://www.researchgate.net/profile/Peggy-Liu-4/publication/361934224_The_surprise_of_reaching_out_Appreciated_more_than_we_think/links/62cf1b49f9f1d0161314c94b/The-Surprise-of-Reaching-Out-Appreciated-More-Than-We-Think.pdf,"https://scholar.google.com/scholar?q=related:8w7COLAWfs8J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
697,,The three kinds of people who live in the United States,MISSING_DOI_the three kinds of people who live in the united s,the three kinds of people who live in the united s,5,M Koren,2018,Journal of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=16441363568032898445&as_sdt=2005&sciodt=0,5&hl=en",106,TRUE,NA,5,1,5,1,5,NA,NA,"https://scholar.google.com/scholar?q=related:jV2mFw51K-QJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
717,,Towards a dimensional representation of the whole gamut of human emotions,MISSING_DOI_towards a dimensional representation of the whole ,towards a dimensional representation of the whole ,2,"J Fontaine, CO Gillioz…",2019,… of Personality …,American Psychological Association,NA,"https://scholar.google.com/scholar?cites=1128797886317584145&as_sdt=2005&sciodt=0,5&hl=en",121,TRUE,NA,2,0.5,1,3,4,NA,NA,"https://scholar.google.com/scholar?q=related:Ed8rbbJLqg8J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
722,,Transparency and Openness,MISSING_DOI_transparency and openness,transparency and openness,0,RE Lucas,2022,Journal of Personality and Social Psychology,NA,NA,NA,152,TRUE,NA,0,0,0,1,1,NA,NA,"https://scholar.google.com/scholar?q=related:NCXZ_HENAfoJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
727,,"Two large-scale global studies on COVID-19 vaccine hesitancy over time: Culture, uncertainty avoidance, and vaccine side-effect concerns.",MISSING_DOI_two largescale global studies on covid19 vaccine h,two largescale global studies on covid19 vaccine h,14,JG Lu,2022,Journal of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-88058-001,"https://scholar.google.com/scholar?cites=3868705064084349585&as_sdt=2005&sciodt=0,5&hl=en",24,TRUE,NA,14,14,14,1,1,"This article presents one of the largest and broadest investigations into COVID-19 vaccine hesitancy, a burning issue that poses a global threat. First, I provide a timely review of the …",https://www.researchgate.net/profile/Jackson-Lu-2/publication/361470911_Two_Large-Scale_Global_Studies_on_COVID-19_Vaccine_Hesitancy_Over_Time_Culture_Uncertainty_Avoidance_and_Vaccine_Side-Effect_Concerns/links/640b4df0315dfb4cce6ee240/Two-Large-Scale-Global-Studies-on-COVID-19-Vaccine-Hesitancy-Over-Time-Culture-Uncertainty-Avoidance-and-Vaccine-Side-Effect-Concerns.pdf,"https://scholar.google.com/scholar?q=related:kaKALcJmsDUJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
729,,(Un) happiness and voting in US presidential elections.,MISSING_DOI_un happiness and voting in us presidential electio,un happiness and voting in us presidential electio,40,"G Ward, JE De Neve, LH Ungar…",2021,… of personality and social …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/120/2/370/,"https://scholar.google.com/scholar?cites=15948375511875895405&as_sdt=2005&sciodt=0,5&hl=en",39,TRUE,NA,40,20,10,4,2,A rapidly growing literature has attempted to explain Donald Trump's success in the 2016 US presidential election as a result of a wide variety of differences in individual …,https://ora.ox.ac.uk/objects/uuid:2768d9a2-a6b1-4ba9-9872-2bef0621e7d6/download_file?safe_filename=WardetalAAM2020.pdf&type_of_work=Journal+article,"https://scholar.google.com/scholar?q=related:bcDmqQcDVN0J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
731,,Understanding responses to an organizational takeover: Introducing the social identity model of organizational change.,MISSING_DOI_understanding responses to an organizational takeo,understanding responses to an organizational takeo,14,"NS Mühlemann, NK Steffens, J Ullrich…",2022,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2022-23270-001,"https://scholar.google.com/scholar?cites=15685923173478446224&as_sdt=2005&sciodt=0,5&hl=en",49,TRUE,NA,14,14,4,4,1,This paper presents a Social Identity Model of Organizational Change (SIMOC) and tests this in the context of employees' responses to a corporate takeover. This model suggests …,http://gala.gre.ac.uk/id/eprint/34696/7/34696_MUHLEMANN_Understanding_responses_to_an_organizational_takeover.pdf,"https://scholar.google.com/scholar?q=related:kDRAyQSYr9kJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
738,,Unraveling the complex relationship between work transitions and self-esteem and life satisfaction.,MISSING_DOI_unraveling the complex relationship between work t,unraveling the complex relationship between work t,23,"AK Reitz, M Luhmann, W Bleidorn…",2022,… and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-69830-001,"https://scholar.google.com/scholar?cites=15878597428590020916&as_sdt=2005&sciodt=0,5&hl=en",29,TRUE,NA,23,23,6,4,1,Transitions in and out of work are common experiences with major repercussions for people's lives. The complex link between work transitions and psychological adjustment is …,https://www.researchgate.net/profile/Anne-Reitz/publication/362175409_Unraveling_the_Complex_Relationship_Between_Work_Transitions_and_Self-Esteem_and_Life_Satisfaction/links/62da86af82bb47299297d39b/Unraveling-the-Complex-Relationship-Between-Work-Transitions-and-Self-Esteem-and-Life-Satisfaction.pdf,"https://scholar.google.com/scholar?q=related:NAmKnjscXNwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
739,,Unraveling values and well-being—Disentangling within-and between-person dynamics via a psychometric network perspective.,MISSING_DOI_unraveling values and wellbeingdisentangling withi,unraveling values and wellbeingdisentangling withi,1,"R Fischer, JA Karl",2022,Journal of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2023-17999-001,"https://scholar.google.com/scholar?cites=1676640345560851726&as_sdt=2005&sciodt=0,5&hl=en",137,TRUE,NA,1,1,1,2,1,There have been long-standing debates on the relationships between values as important motivational goals and well-being. We used a longitudinal network perspective to examine …,https://psyarxiv.com/5je2r/download?format=pdf,"https://scholar.google.com/scholar?q=related:DiU-1YKfRBcJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
745,,Using relation-focused intervention to enhance the social emotional functioning of young children with autism,MISSING_DOI_using relationfocused intervention to enhance the ,using relationfocused intervention to enhance the ,2,"M Gerald, F Perales",2018,Journal of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=17821892470459390565&as_sdt=2005&sciodt=0,5&hl=en",110,TRUE,NA,2,0.4,1,2,5,NA,NA,"https://scholar.google.com/scholar?q=related:ZdrwBscUVPcJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
749,,"Video games and aggressive thoughts, feelings, and behavior in the laboratory and in life",MISSING_DOI_video games and aggressive thoughts feelings and b,video games and aggressive thoughts feelings and b,0,"C Anderson, KE Dill",2022,… of Personality and Social Psychology,dialnet.unirioja.es,https://dialnet.unirioja.es/servlet/articulo?codigo=8474537,NA,160,TRUE,NA,0,0,0,2,1,Two studies examined violent video game effects on aggression-related variables. Study 1 found that real-life violent video game play was positively related to aggressive behavior …,NA,"https://scholar.google.com/scholar?q=related:0wk_kVrdOPsJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
753,,What counts as discrimination? How principles of merit shape fairness of demographic decisions.,MISSING_DOI_what counts as discrimination how principles of me,what counts as discrimination how principles of me,5,"TK Tomova Shakur, LT Phillips",2022,Journal of Personality and Social …,psycnet.apa.org,https://psycnet.apa.org/record/2022-22086-001,"https://scholar.google.com/scholar?cites=11712844280799025588&as_sdt=2005&sciodt=0,5&hl=en",90,TRUE,NA,5,5,3,2,1,"Demographic attributes (eg, age, disability, race) frequently affect people's decisions. We provide a novel perspective as to why such discrimination persists: Meritocratic principles …",https://ltaylorphillips.com/wp-content/uploads/2022/01/TomovaShakurPhillips_WhatCountstDiscrimination_2022JPSP.pdf,"https://scholar.google.com/scholar?q=related:tNl96tBhjKIJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
769,,When is sensory consumption immoral?,MISSING_DOI_when is sensory consumption immoral,when is sensory consumption immoral,3,"S Goenka, M Thomas",2022,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2023-16725-001,"https://scholar.google.com/scholar?cites=18127169542446165738&as_sdt=2005&sciodt=0,5&hl=en",65,TRUE,NA,3,3,2,2,1,"Although humans are hard-wired to pursue sensory pleasure, they show considerable heterogeneity in their moral evaluations of sensory pleasure. In some societies, sensory …",https://vtechworks.lib.vt.edu/bitstream/handle/10919/112880/When%20is%20Sensory%20Consumption%20Immoral_Goenka&Thomas_JPSP_2022.pdf?sequence=2,"https://scholar.google.com/scholar?q=related:6q7IMKikkPsJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
774,,When the ones we love misbehave: Exploring moral processes within intimate bonds.,MISSING_DOI_when the ones we love misbehave exploring moral pr,when the ones we love misbehave exploring moral pr,19,"RC Forbes, JE Stellar",2022,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/journals/psp/122/1/16/,"https://scholar.google.com/scholar?cites=17851580339985437493&as_sdt=2005&sciodt=0,5&hl=en",63,TRUE,NA,19,19,10,2,1,"How do we react when our romantic partners, friends, or family members behave unethically? When close others misbehave, it generates a powerful conflict between …",https://www.apa.org/pubs/journals/releases/psp-pspa0000272.pdf,"https://scholar.google.com/scholar?q=related:NdMtzLyNvfcJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
775,,"When there'sa will, there'sa way: Disentangling the effects of goals and means in emotion regulation.",MISSING_DOI_when theresa will theresa way disentangling the ef,when theresa will theresa way disentangling the ef,69,"M Tamir, E Halperin, R Porat, YE Bigman…",2019,… and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2019-00280-001,"https://scholar.google.com/scholar?cites=17466554921456794754&as_sdt=2005&sciodt=0,5&hl=en",30,TRUE,NA,69,17.25,14,5,4,"Emotion regulation involves activating an emotion goal (eg, decrease negative emotions) and using an emotion regulation strategy (eg, cognitive reappraisal) to pursue it. We …",NA,"https://scholar.google.com/scholar?q=related:gnxIxyirZfIJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
777,,"Who benefits from which activity? On the relations between personality traits, leisure activities, and well-being.",MISSING_DOI_who benefits from which activity on the relations ,who benefits from which activity on the relations ,5,"N Kuper, L Kroencke, GM Harari…",2022,… of Personality and Social …,psycnet.apa.org,https://psycnet.apa.org/record/2023-14429-001,"https://scholar.google.com/scholar?cites=16148073581247461345&as_sdt=2005&sciodt=0,5&hl=en",60,TRUE,NA,5,5,1,4,1,"Leisure activities have been emphasized as an important predictor of well-being. However, little research has examined the effects of leisure activity enactment on well-being over time …",https://psyarxiv.com/tnhye/download?format=pdf,"https://scholar.google.com/scholar?q=related:4fcfsV17GeAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
783,,Who sees which political falsehoods as more acceptable and why: A new look at in-group loyalty and trustworthiness.,MISSING_DOI_who sees which political falsehoods as more accept,who sees which political falsehoods as more accept,6,"J Galak, CR Critcher",2022,Journal of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-70421-001,"https://scholar.google.com/scholar?cites=535487872841913159&as_sdt=2005&sciodt=0,5&hl=en",69,TRUE,NA,6,6,3,2,1,Many politicians—even those who occupy some of the most powerful offices in the world—lie. Five studies examined how conservative and liberal Americans responded to media …,https://drive.google.com/file/d/1nwS_V5qwONJlzg_zEtVmlI-VBUZMZEKa/view,"https://scholar.google.com/scholar?q=related:R5NFGmJvbgcJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
786,,"Who would mourn democracy? Liberals might, but it depends on who's in charge.",MISSING_DOI_who would mourn democracy liberals might but it de,who would mourn democracy liberals might but it de,4,"R Benjamin, K Laurin, M Chiang",2022,Journal of Personality and Social …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/122/5/779/,"https://scholar.google.com/scholar?cites=16200757994349075564&as_sdt=2005&sciodt=0,5&hl=en",142,TRUE,NA,4,4,1,3,1,"Despite widespread support for the principles of democracy, democratic norms have been eroding globally for over a decade. We ask whether and how political ideology factors into …",https://psyarxiv.com/8xkjt/download?format=pdf,"https://scholar.google.com/scholar?q=related:bBw_gY-n1OAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
796,,"Working together benefits people from working-class contexts, but not people from middle-class contexts",MISSING_DOI_working together benefits people from workingclass,working together benefits people from workingclass,5,"AG Dittmann, NM Stephens, SSM Townsend",2020,… of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=17338277524940116754&as_sdt=2005&sciodt=0,5&hl=en",130,TRUE,NA,5,1.67,2,3,3,NA,NA,"https://scholar.google.com/scholar?q=related:EtMx-4vvnfAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
797,,Working-Together Normative Appeals: Normative appeals motivate people to contribute to collective action problems more when they invite people to work together …,MISSING_DOI_workingtogether normative appeals normative appeal,workingtogether normative appeals normative appeal,0,"L Howe, PB Carr, GM Walton",2021,… of Personality and Social Psychology,zora.uzh.ch,https://www.zora.uzh.ch/id/eprint/206821/,NA,135,TRUE,NA,0,0,0,3,2,"A common method to promote behavior change, particularly in contexts related to collective action, is to reference a social norm and ask people to comply with it. We argue that such …","https://www.zora.uzh.ch/id/eprint/206821/1/Howe,%20Carr,%20&%20Walton%20(2021).pdf","https://scholar.google.com/scholar?q=related:MvIRZPfeC88J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
803,,"사회조사. Conceptual, Strategic and Statistical Considerations",MISSING_DOI_사회조사 conceptual strategic and statistical consider,사회조사 conceptual strategic and statistical consider,2,통계청,2017,Journal of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=2869842117434402560&as_sdt=2005&sciodt=0,5&hl=en",125,TRUE,NA,2,0.33,2,1,6,NA,NA,"https://scholar.google.com/scholar?q=related:AOchYzO60ycJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
