"","term","doi","page","author","title"
"439","wheelchair","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",3,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"440","wheelchair","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",6,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"441","wheelchair","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",8,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"442","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",2,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"443","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",8,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"444","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",9,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"445","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",14,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"446","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",15,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"447","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",16,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"448","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",17,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"449","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",18,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"450","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",19,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"451","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",20,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"452","Impairment","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",22,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"453","functional limitation","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",3,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"454","Handicap","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",22,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"455","Chronic illness","pachankis-et-al-2017-the-burden-of-stigma-on-health-and-well-being-a-taxonomy-of-concealment-course-disruptiveness.pdf",1,"John E. Pachankis, M...","The Burden of Stigma on Health and Well-..."
"456","accessib","park-et-al-2017-positive-feedback-from-male-authority-figures-boosts-women-s-math-outcomes.pdf",3,"Lora E. Park, Cheryl...","Positive Feedback From Male Authority Fi..."
"457","accessib","park-et-al-2017-positive-feedback-from-male-authority-figures-boosts-women-s-math-outcomes.pdf",13,"Lora E. Park, Cheryl...","Positive Feedback From Male Authority Fi..."
"458","accessib","pelham-et-al-2017-searching-for-god-illness-related-mortality-threats-and-religious-search-volume-in-google-in-16.pdf",2,"Brett W. Pelham, Mit...","Searching for God: Illness-Related Morta..."
"459","accessib","pelham-et-al-2017-searching-for-god-illness-related-mortality-threats-and-religious-search-volume-in-google-in-16.pdf",13,"Brett W. Pelham, Mit...","Searching for God: Illness-Related Morta..."
"460","accessib","pelham-et-al-2017-searching-for-god-illness-related-mortality-threats-and-religious-search-volume-in-google-in-16.pdf",14,"Brett W. Pelham, Mit...","Searching for God: Illness-Related Morta..."
"461","afflict","pelham-et-al-2017-searching-for-god-illness-related-mortality-threats-and-religious-search-volume-in-google-in-16.pdf",10,"Brett W. Pelham, Mit...","Searching for God: Illness-Related Morta..."
"462","accessib","pereira-et-al-2018-the-ego-defensive-role-of-legitimacy-how-threat-based-justifications-protect-the-self-esteem-of.pdf",10,"Cicero Roberto Perei...","The Ego-Defensive Role of Legitimacy: Ho..."
"463","\blame","persich-et-al-2019-are-you-a-good-friend-assessing-social-relationship-competence-using-situational-judgments.pdf",12,"Michelle R. Persich,...","Are You a Good Friend? Assessing Social ..."
"464","\blame","persich-et-al-2019-are-you-a-good-friend-assessing-social-relationship-competence-using-situational-judgments.pdf",13,"Michelle R. Persich,...","Are You a Good Friend? Assessing Social ..."
"465","Dysfunction","peters-et-al-2021-the-language-of-inequality-evidence-economic-inequality-increases-wealth-category-salience.pdf",16,"Kim Peters, Jolanda ...","The Language of Inequality: Evidence Eco..."
"466","Impairment","petrocelli-whitmire-2017-emotion-decoding-and-incidental-processing-fluency-as-antecedents-of-attitude-certainty.pdf",14,"John V. Petrocelli a...","Emotion Decoding and Incidental Processi..."
"467","accessib","petrocelli-whitmire-2017-emotion-decoding-and-incidental-processing-fluency-as-antecedents-of-attitude-certainty.pdf",5,"John V. Petrocelli a...","Emotion Decoding and Incidental Processi..."
"468","\blame","pettigrew-2018-the-emergence-of-contextual-social-psychology.pdf",5,"Thomas F. Pettigrew","The Emergence of Contextual Social Psych..."
"469","Malaise","pettigrew-2018-the-emergence-of-contextual-social-psychology.pdf",1,"Thomas F. Pettigrew","The Emergence of Contextual Social Psych..."
"470","Syndrome","pettigrew-2018-the-emergence-of-contextual-social-psychology.pdf",4,"Thomas F. Pettigrew","The Emergence of Contextual Social Psych..."
"471","accessib","pham-et-al-2017-post-fight-respect-signals-valuations-of-opponent-s-fighting-performance.pdf",3,"Michael N. Pham, Nic...","Post-Fight Respect Signals Valuations of..."
"472","Handicap","pham-et-al-2017-post-fight-respect-signals-valuations-of-opponent-s-fighting-performance.pdf",3,"Michael N. Pham, Nic...","Post-Fight Respect Signals Valuations of..."
"473","Chronic illness","phillips-johnson-2017-interdependent-effects-of-autonomous-and-controlled-regulation-on-exercise-behavior.pdf",5,"L. Alison Phillips a...","Interdependent Effects of Autonomous and..."
"474","Ailment","poon-et-al-2020-beliefs-in-conspiracy-theories-following-ostracism.pdf",2,"Kai-Tak Poon, Zhansh...","Beliefs in Conspiracy Theories Following..."
"475","Syndrome","poon-et-al-2020-beliefs-in-conspiracy-theories-following-ostracism.pdf",4,"Kai-Tak Poon, Zhansh...","Beliefs in Conspiracy Theories Following..."
"476","Dysfunction","posavac-et-al-2021-the-utility-of-clinical-psychology-concepts-for-judgment-and-decision-making-research-the-case-of.pdf",10,"Steven S. Posavac, F...","The Utility of Clinical Psychology Conce..."
"477","Dysfunction","posavac-et-al-2021-the-utility-of-clinical-psychology-concepts-for-judgment-and-decision-making-research-the-case-of.pdf",12,"Steven S. Posavac, F...","The Utility of Clinical Psychology Conce..."
"478","accessib","prinsen-et-al-2018-does-self-licensing-benefit-self-regulation-over-time-an-ecological-momentary-assessment-study-of.pdf",4,"Sosja Prinsen, Catha...","Does Self-Licensing Benefit Self-Regulat..."
"479","Deform","re-rule-2017-distinctive-facial-cues-predict-leadership-rank-and-selection.pdf",9,"Daniel E. Re and Nic...","Distinctive Facial Cues Predict Leadersh..."
"480","accessib","rees-et-al-2018-implementation-intentions-reduce-implicit-stereotype-activation-and-application.pdf",1,"Heather Rose Rees, A...","Implementation Intentions Reduce Implici..."
"481","accessib","rees-et-al-2018-implementation-intentions-reduce-implicit-stereotype-activation-and-application.pdf",14,"Heather Rose Rees, A...","Implementation Intentions Reduce Implici..."
"482","accessib","rees-et-al-2019-examining-the-relationships-among-categorization-stereotype-activation-and-stereotype-application.pdf",1,"Heather Rose Rees, D...","Examining the Relationships Among Catego..."
"483","accessib","rees-et-al-2019-examining-the-relationships-among-categorization-stereotype-activation-and-stereotype-application.pdf",11,"Heather Rose Rees, D...","Examining the Relationships Among Catego..."
"484","accessib","ren-et-al-2020-seeking-solitude-after-being-ostracized-a-replication-and-beyond.pdf",11,"Dongning Ren, Eric D...","Seeking Solitude After Being Ostracized:..."
"485","Dysfunction","rholes-et-al-2020-support-processes-predict-declines-in-attachment-avoidance-across-the-transition-to-parenthood (1).pdf",15,"W. Steven Rholes, Ja...","Support Processes Predict Declines in At..."
"486","Dysfunction","rholes-et-al-2020-support-processes-predict-declines-in-attachment-avoidance-across-the-transition-to-parenthood.pdf",16,"W. Steven Rholes, Ja...","Support Processes Predict Declines in At..."
"487","accessib","rivers-et-al-2019-on-the-roles-of-stereotype-activation-and-application-in-diminishing-implicit-bias.pdf",1,"Andrew M. Rivers, Je...","On the Roles of Stereotype Activation an..."
"488","accessib","rivers-et-al-2019-on-the-roles-of-stereotype-activation-and-application-in-diminishing-implicit-bias.pdf",10,"Andrew M. Rivers, Je...","On the Roles of Stereotype Activation an..."
"489","accessib","rivers-et-al-2019-on-the-roles-of-stereotype-activation-and-application-in-diminishing-implicit-bias.pdf",14,"Andrew M. Rivers, Je...","On the Roles of Stereotype Activation an..."
"490","accessib","rivers-et-al-2019-on-the-roles-of-stereotype-activation-and-application-in-diminishing-implicit-bias.pdf",15,"Andrew M. Rivers, Je...","On the Roles of Stereotype Activation an..."
"491","accessib","rivers-hahn-2018-what-cognitive-mechanisms-do-people-reflect-on-when-they-predict-iat-scores.pdf",1,"Andrew M. Rivers and...","What Cognitive Mechanisms Do People Refl..."
"492","accessib","rivers-hahn-2018-what-cognitive-mechanisms-do-people-reflect-on-when-they-predict-iat-scores.pdf",2,"Andrew M. Rivers and...","What Cognitive Mechanisms Do People Refl..."
"493","accessib","rivers-hahn-2018-what-cognitive-mechanisms-do-people-reflect-on-when-they-predict-iat-scores.pdf",3,"Andrew M. Rivers and...","What Cognitive Mechanisms Do People Refl..."
"494","accessib","rivers-hahn-2018-what-cognitive-mechanisms-do-people-reflect-on-when-they-predict-iat-scores.pdf",4,"Andrew M. Rivers and...","What Cognitive Mechanisms Do People Refl..."
"495","accessib","rivers-hahn-2018-what-cognitive-mechanisms-do-people-reflect-on-when-they-predict-iat-scores.pdf",10,"Andrew M. Rivers and...","What Cognitive Mechanisms Do People Refl..."
"496","accessib","rivers-hahn-2018-what-cognitive-mechanisms-do-people-reflect-on-when-they-predict-iat-scores.pdf",13,"Andrew M. Rivers and...","What Cognitive Mechanisms Do People Refl..."
"497","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",1,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"498","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",2,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"499","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",3,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"500","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",4,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"501","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",5,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"502","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",6,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"503","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",7,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"504","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",8,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"505","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",9,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"506","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",10,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"507","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",11,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"508","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",12,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"509","accessib","rocklage-fazio-2017-attitude-accessibility-as-a-function-of-emotionality.pdf",13,"Matthew D. Rocklage ...","Attitude Accessibility as a Function of ..."
"510","accessib","rohner-lai-2020-a-diffusion-model-approach-for-understanding-the-impact-of-17-interventions-on-the-race-implicit.pdf",6,"Jessica Röhner and C...","A Diffusion Model Approach for Understan..."
"511","disab","rudman-saud-2020-justifying-social-inequalities-the-role-of-social-darwinism.pdf",9,"Laurie A. Rudman and...","Justifying Social Inequalities: The Role..."
"512","maim","rutjens-et-al-2017-not-all-skepticism-is-equal-exploring-the-ideological-antecedents-of-science-acceptance-and-rejection.pdf",10,"Bastiaan T. Rutjens,...","Not All Skepticism Is Equal: Exploring t..."
"513","maim","rutjens-et-al-2017-not-all-skepticism-is-equal-exploring-the-ideological-antecedents-of-science-acceptance-and-rejection.pdf",14,"Bastiaan T. Rutjens,...","Not All Skepticism Is Equal: Exploring t..."
"514","Dysfunction","sagioglou-et-al-2018-belief-in-social-mobility-mitigates-hostility-resulting-from-disadvantaged-social-standing.pdf",12,"Christina Sagioglou,...","Belief in Social Mobility Mitigates Host..."
"515","Immobile","sagioglou-et-al-2018-belief-in-social-mobility-mitigates-hostility-resulting-from-disadvantaged-social-standing.pdf",13,"Christina Sagioglou,...","Belief in Social Mobility Mitigates Host..."
"516","disab","saguy-et-al-2019-justice-agents-discriminated-group-members-are-perceived-to-be-highly-committed-to-social-justice.pdf",2,"Tamar Saguy, Saulo F...","Justice Agents: Discriminated Group Memb..."
"517","disab","saguy-et-al-2019-justice-agents-discriminated-group-members-are-perceived-to-be-highly-committed-to-social-justice.pdf",3,"Tamar Saguy, Saulo F...","Justice Agents: Discriminated Group Memb..."
"518","disab","saguy-et-al-2019-justice-agents-discriminated-group-members-are-perceived-to-be-highly-committed-to-social-justice.pdf",4,"Tamar Saguy, Saulo F...","Justice Agents: Discriminated Group Memb..."
"519","disab","saguy-et-al-2019-justice-agents-discriminated-group-members-are-perceived-to-be-highly-committed-to-social-justice.pdf",5,"Tamar Saguy, Saulo F...","Justice Agents: Discriminated Group Memb..."
"520","disab","saguy-et-al-2019-justice-agents-discriminated-group-members-are-perceived-to-be-highly-committed-to-social-justice.pdf",7,"Tamar Saguy, Saulo F...","Justice Agents: Discriminated Group Memb..."
"521","disab","saguy-et-al-2019-justice-agents-discriminated-group-members-are-perceived-to-be-highly-committed-to-social-justice.pdf",11,"Tamar Saguy, Saulo F...","Justice Agents: Discriminated Group Memb..."
"522","deficien","saguy-et-al-2019-justice-agents-discriminated-group-members-are-perceived-to-be-highly-committed-to-social-justice.pdf",10,"Tamar Saguy, Saulo F...","Justice Agents: Discriminated Group Memb..."
"523","accessib","saltsman-et-al-2020-facing-the-facets-no-association-between-dispositional-mindfulness-facets-and-positive-momentary.pdf",3,"Thomas L. Saltsman, ...","Facing the Facets: No Association Betwee..."
"524","accessib","salvatore-et-al-2016-strangers-with-benefits-attraction-to-outgroup-men-increases-as-fertility-increases-across-the.pdf",9,"Joseph F. Salvatore,...","Strangers With Benefits"
"525","disab","sawada-et-al-2017-activation-of-the-behavioral-immune-system-putting-the-brakes-on-affiliation.pdf",1,"Natsumi Sawada, Emil...","Activation of the Behavioral Immune Syst..."
"526","disab","sawada-et-al-2017-activation-of-the-behavioral-immune-system-putting-the-brakes-on-affiliation.pdf",3,"Natsumi Sawada, Emil...","Activation of the Behavioral Immune Syst..."
"527","disab","sawada-et-al-2017-activation-of-the-behavioral-immune-system-putting-the-brakes-on-affiliation.pdf",11,"Natsumi Sawada, Emil...","Activation of the Behavioral Immune Syst..."
"528","incapac","sawada-et-al-2017-activation-of-the-behavioral-immune-system-putting-the-brakes-on-affiliation.pdf",1,"Natsumi Sawada, Emil...","Activation of the Behavioral Immune Syst..."
"529","accessib","scherer-et-al-2017-the-influence-of-effortful-thought-and-cognitive-proficiencies-on-the-conjunction-fallacy.pdf",14,"Laura D. Scherer, J....","The Influence of Effortful Thought and C..."
"530","Dysfunction","sheldon-et-al-2018-feeling-interpersonally-controlled-while-pursuing-materialistic-goals-a-problematic-combination-for.pdf",2,"Kennon M. Sheldon, N...","Feeling Interpersonally Controlled While..."
"531","Handicap","sheldon-et-al-2018-feeling-interpersonally-controlled-while-pursuing-materialistic-goals-a-problematic-combination-for.pdf",4,"Kennon M. Sheldon, N...","Feeling Interpersonally Controlled While..."
"532","accessib","shin-et-al-2018-darling-get-closer-to-me-spatial-proximity-amplifies-interpersonal-liking.pdf",1,"Ji-eun Shin, Eunkook...","Darling, Get Closer to Me: Spatial Proxi..."
"533","accessib","shin-et-al-2018-darling-get-closer-to-me-spatial-proximity-amplifies-interpersonal-liking.pdf",2,"Ji-eun Shin, Eunkook...","Darling, Get Closer to Me: Spatial Proxi..."
"534","accessib","shin-et-al-2018-darling-get-closer-to-me-spatial-proximity-amplifies-interpersonal-liking.pdf",3,"Ji-eun Shin, Eunkook...","Darling, Get Closer to Me: Spatial Proxi..."
"535","accessib","shin-et-al-2018-darling-get-closer-to-me-spatial-proximity-amplifies-interpersonal-liking.pdf",6,"Ji-eun Shin, Eunkook...","Darling, Get Closer to Me: Spatial Proxi..."
"536","accessib","shin-et-al-2018-darling-get-closer-to-me-spatial-proximity-amplifies-interpersonal-liking.pdf",7,"Ji-eun Shin, Eunkook...","Darling, Get Closer to Me: Spatial Proxi..."
"537","accessib","shin-et-al-2018-darling-get-closer-to-me-spatial-proximity-amplifies-interpersonal-liking.pdf",8,"Ji-eun Shin, Eunkook...","Darling, Get Closer to Me: Spatial Proxi..."
"538","debilit","shrira-2019-population-diversity-and-ancestral-diversity-as-distinct-contributors-to-outgroup-prejudice.pdf",4,"Ilan Shrira","Population Diversity and Ancestral Diver..."
"539","incapac","sim-et-al-2021-bodies-and-minds-heavier-weight-targets-are-de-mentalized-as-lacking-in-mental-agency.pdf",9,"Mattea Sim, Steven M...","Bodies and Minds: Heavier Weight Targets..."
"540","Impairment","simantov-nachlieli-et-al-2016-agents-of-reconciliation-agency-affirmation-promotes-constructive-tendencies-following.pdf",11,"Ilanit SimanTov-Nach...","Agents of Reconciliation"
"541","sickl","singh-et-al-2021-does-cross-race-contact-improve-cross-race-face-perception-a-meta-analysis-of-the-cross-race-deficit.pdf",21,"Balbir Singh, Christ...","Does Cross-Race Contact Improve Cross-Ra..."
"542","accessib","skinner-perry-2019-are-attitudes-contagious-exposure-to-biased-nonverbal-signals-can-create-novel-social-attitudes.pdf",11,"Allison L. Skinner a...","Are Attitudes Contagious? Exposure to Bi..."
"543","disab","skitka-et-al-2020-the-gender-gap-who-is-and-is-not-included-on-graduate-level-syllabi-in-social-personality-psychology.pdf",8,"Linda J. Skitka, Zac...","The Gender Gap: Who Is (and Is Not) Incl..."
"544","accessib","slepian-et-al-2018-the-solitude-of-secrecy-thinking-about-secrets-evokes-goal-conflict-and-feelings-of-fatigue.pdf",2,"Michael L. Slepian, ...","The Solitude of Secrecy: Thinking About ..."
"545","accessib","slepian-et-al-2018-the-solitude-of-secrecy-thinking-about-secrets-evokes-goal-conflict-and-feelings-of-fatigue.pdf",17,"Michael L. Slepian, ...","The Solitude of Secrecy: Thinking About ..."
"546","disab","sorokowska-et-al-2021-blindness-but-not-hmha-anosmia-predicts-loneliness-a-psychophysical-study.pdf",5,"Agnieszka Sorokowska...","Blindness, But Not HMHA Anosmia, Predict..."
"547","disab","sorokowska-et-al-2021-blindness-but-not-hmha-anosmia-predicts-loneliness-a-psychophysical-study.pdf",9,"Agnieszka Sorokowska...","Blindness, But Not HMHA Anosmia, Predict..."
"548","Dysfunction","sorokowska-et-al-2021-blindness-but-not-hmha-anosmia-predicts-loneliness-a-psychophysical-study.pdf",1,"Agnieszka Sorokowska...","Blindness, But Not HMHA Anosmia, Predict..."
"549","Dysfunction","sorokowska-et-al-2021-blindness-but-not-hmha-anosmia-predicts-loneliness-a-psychophysical-study.pdf",10,"Agnieszka Sorokowska...","Blindness, But Not HMHA Anosmia, Predict..."
"550","Impairment","sorokowska-et-al-2021-blindness-but-not-hmha-anosmia-predicts-loneliness-a-psychophysical-study.pdf",3,"Agnieszka Sorokowska...","Blindness, But Not HMHA Anosmia, Predict..."
"551","Impairment","sorokowska-et-al-2021-blindness-but-not-hmha-anosmia-predicts-loneliness-a-psychophysical-study.pdf",4,"Agnieszka Sorokowska...","Blindness, But Not HMHA Anosmia, Predict..."
"552","Impairment","sorokowska-et-al-2021-blindness-but-not-hmha-anosmia-predicts-loneliness-a-psychophysical-study.pdf",5,"Agnieszka Sorokowska...","Blindness, But Not HMHA Anosmia, Predict..."
"553","Impairment","sorokowska-et-al-2021-blindness-but-not-hmha-anosmia-predicts-loneliness-a-psychophysical-study.pdf",7,"Agnieszka Sorokowska...","Blindness, But Not HMHA Anosmia, Predict..."
"554","Impairment","sorokowska-et-al-2021-blindness-but-not-hmha-anosmia-predicts-loneliness-a-psychophysical-study.pdf",9,"Agnieszka Sorokowska...","Blindness, But Not HMHA Anosmia, Predict..."
"555","Handicap","stamkou-et-al-2018-cultural-collectivism-and-tightness-moderate-responses-to-norm-violators-effects-on-power-perception.pdf",18,"Eftychia Stamkou, Ge...","Cultural Collectivism and Tightness Mode..."
"556","Syndrome","stamkou-et-al-2018-cultural-collectivism-and-tightness-moderate-responses-to-norm-violators-effects-on-power-perception.pdf",3,"Eftychia Stamkou, Ge...","Cultural Collectivism and Tightness Mode..."
"557","accessib","stanaland-gaither-2021-be-a-man-the-role-of-social-pressure-in-eliciting-men-s-aggressive-cognition.pdf",11,"Adam Stanaland and S...","Be a Man: The Role of Social Pressure ..."
"558","Syndrome","stern-axt-2021-were-americans-political-attitudes-linked-to-objective-threats-from-covid-19-an-examination-of-data-from.pdf",18,"Chadly Stern and Jor...","Were Americans Political Attitudes Link..."
"559","Defect","stewart-et-al-2018-deception-detection-and-truth-detection-are-dependent-on-different-cognitive-and-emotional-traits-an.pdf",3,"Suzanne L. K. Stewar...","Deception Detection and Truth Detection ..."
"560","Syndrome","stewart-et-al-2018-deception-detection-and-truth-detection-are-dependent-on-different-cognitive-and-emotional-traits-an.pdf",12,"Suzanne L. K. Stewar...","Deception Detection and Truth Detection ..."
"561","accessib","strick-papies-2017-a-brief-mindfulness-exercise-promotes-the-correspondence-between-the-implicit-affiliation-motive-and.pdf",1,"Madelijn Strick and ...","A Brief Mindfulness Exercise Promotes th..."
"562","accessib","strick-papies-2017-a-brief-mindfulness-exercise-promotes-the-correspondence-between-the-implicit-affiliation-motive-and.pdf",2,"Madelijn Strick and ...","A Brief Mindfulness Exercise Promotes th..."
"563","accessib","strick-papies-2017-a-brief-mindfulness-exercise-promotes-the-correspondence-between-the-implicit-affiliation-motive-and.pdf",3,"Madelijn Strick and ...","A Brief Mindfulness Exercise Promotes th..."
"564","accessib","strick-papies-2017-a-brief-mindfulness-exercise-promotes-the-correspondence-between-the-implicit-affiliation-motive-and.pdf",11,"Madelijn Strick and ...","A Brief Mindfulness Exercise Promotes th..."
"565","accessib","strick-papies-2017-a-brief-mindfulness-exercise-promotes-the-correspondence-between-the-implicit-affiliation-motive-and.pdf",15,"Madelijn Strick and ...","A Brief Mindfulness Exercise Promotes th..."
"566","accessib","sturmer-et-al-2018-muslim-immigration-critical-events-and-the-seeds-of-majority-members-support-for-radical-responses.pdf",9,"Stefan Stürmer, Anet...","Muslim Immigration, Critical Events, and..."
"567","disab","syrda-2019-spousal-relative-income-and-male-psychological-distress.pdf",5,"Joanna Syrda","Spousal Relative Income and Male Psychol..."
"568","disab","syrda-2019-spousal-relative-income-and-male-psychological-distress.pdf",10,"Joanna Syrda","Spousal Relative Income and Male Psychol..."
"569","Dysfunction","syrda-2019-spousal-relative-income-and-male-psychological-distress.pdf",3,"Joanna Syrda","Spousal Relative Income and Male Psychol..."
"570","accessib","talhelm-2018-hong-kong-liberals-are-weird-analytic-thought-increases-support-for-liberal-policies.pdf",3,"Thomas Talhelm","Hong Kong Liberals Are WEIRD: Analytic T..."
"571","accessib","talhelm-2018-hong-kong-liberals-are-weird-analytic-thought-increases-support-for-liberal-policies.pdf",11,"Thomas Talhelm","Hong Kong Liberals Are WEIRD: Analytic T..."
"572","Defect","talhelm-2018-hong-kong-liberals-are-weird-analytic-thought-increases-support-for-liberal-policies.pdf",11,"Thomas Talhelm","Hong Kong Liberals Are WEIRD: Analytic T..."
"573","Defect","ten-brinke-et-al-2017-hedge-fund-managers-with-psychopathic-tendencies-make-for-worse-investors.pdf",9,"Leanne ten Brinke, A...","Hedge Fund Managers With Psychopathic Te..."
"574","disab","teunisse-et-al-2019-i-should-have-known-better-development-of-a-self-report-measure-of-gullibility.pdf",15,"Alessandra K. Teunis...","I Should Have Known Better: Development ..."
"575","Impairment","teunisse-et-al-2019-i-should-have-known-better-development-of-a-self-report-measure-of-gullibility.pdf",3,"Alessandra K. Teunis...","I Should Have Known Better: Development ..."
"576","deficien","teunisse-et-al-2019-i-should-have-known-better-development-of-a-self-report-measure-of-gullibility.pdf",15,"Alessandra K. Teunis...","I Should Have Known Better: Development ..."
"577","accessib","thiem-et-al-2019-are-black-women-and-girls-associated-with-danger-implicit-racial-bias-at-the-intersection-of-target.pdf",13,"Kelsey C. Thiem, Reb...","Are Black Women and Girls Associated Wit..."
"578","deficien","thorstenson-et-al-2019-social-perception-of-facial-color-appearance-for-human-trichromatic-versus-dichromatic-color.pdf",4,"Christopher A. Thors...","Social Perception of Facial Color Appear..."
"579","deficien","thorstenson-et-al-2019-social-perception-of-facial-color-appearance-for-human-trichromatic-versus-dichromatic-color.pdf",9,"Christopher A. Thors...","Social Perception of Facial Color Appear..."
"580","deficien","thorstenson-et-al-2019-social-perception-of-facial-color-appearance-for-human-trichromatic-versus-dichromatic-color.pdf",12,"Christopher A. Thors...","Social Perception of Facial Color Appear..."
"581","deficien","townsend-et-al-2021-difference-education-improves-first-generation-students-grades-throughout-college-and-increases.pdf",2,"Sarah S. M. Townsend...","Difference-Education Improves First-Gene..."
"582","accessib","tripathi-et-al-2018-are-the-motivational-effects-of-autonomy-supportive-conditions-universal-contrasting-results-among.pdf",7,"Ritu Tripathi, Danie...","Are the Motivational Effects of Autonomy..."
"583","Syndrome","tsoi-mcauliffe-2019-individual-differences-in-theory-of-mind-predict-inequity-aversion-in-children.pdf",11,"Lily Tsoi and Kather...","Individual Differences in Theory of Mind..."
"584","accessib","turner-zwinkels-van-zomeren-2020-identity-expression-through-collective-action-how-identification-with-a-politicized.pdf",13,"Felicity M. Turner-Z...","Identity Expression Through Collective A..."
"585","accessib","turner-zwinkels-van-zomeren-2020-identity-expression-through-collective-action-how-identification-with-a-politicized.pdf",14,"Felicity M. Turner-Z...","Identity Expression Through Collective A..."
"586","accessib","uenal-et-al-2020-the-nature-of-islamophobia-a-test-of-a-tripartite-view-in-five-countries.pdf",15,"Fatih Uenal, Robin B...","The Nature of Islamophobia: A Test of a ..."
